RowNumber,CustomerId,Surname,credit score,Age,Balance,EstimatedSalary,,Point Earned
4351,15689344,Montgomery,840,36,0,141364.27,,429
4352,15606076,Golubev,695,43,100421.1,101141.28,,979
4353,15610090,Han,564,26,84006.88,183490.99,,984
4354,15693926,Pan,805,31,0,4798.12,,863
4355,15791501,Carroll,558,45,0,131807.14,,248
4356,15621870,Hawkins,657,39,80293.81,97192.76,,681
4357,15734711,Loggia,641,42,125437.14,164128.58,,551
4358,15814405,Chesnokova,755,36,0,176809.87,,549
4359,15729359,Chambers,483,48,0,110059.38,,471
4360,15606944,Fleming,545,44,127536.44,108398.63,,320
4361,15671934,Veale,678,66,0,47117.03,,636
4362,15641773,Browne,781,48,82794.18,124720.68,,834
4363,15701972,Parsons,571,22,108117.1,53328.7,,920
4364,15749114,Bailey,634,35,0,82634.41,,557
4365,15780362,Ferrari,523,27,61688.61,147059.16,,316
4366,15753229,Genovese,501,40,0,141946.92,,872
4367,15656009,McIntyre,662,74,0,123583.85,,512
4368,15785024,Warner,573,50,159304.07,155915.24,,466
4369,15670492,Gordon,648,33,138664.24,29076.27,,403
4370,15795458,McMillan,662,22,126362.57,97382.8,,964
4371,15732438,Cheng,725,39,160652.45,57643.55,,571
4372,15781987,Akhtar,563,35,183572.84,66006.75,,488
4373,15775826,Iadanza,628,31,88421.81,72350.47,,800
4374,15807457,Abernathy,546,45,0,197789.83,,603
4375,15632538,Watson,688,41,112871.19,65520.74,,335
4376,15641389,Shen,850,41,60880.68,31825.84,,448
4377,15657306,Kershaw,614,34,0,185561.89,,399
4378,15709447,Reed,719,37,101455.7,25803.59,,844
4379,15762682,Mitchell,757,71,88084.13,154337.47,,522
4380,15626042,Webb,669,29,0,138145.62,,913
4381,15597109,Vanzetti,438,59,127197.14,51565.98,,550
4382,15756148,Nnanna,492,39,0,71323.23,,399
4383,15665634,Campbell,622,39,83456.79,38882.34,,342
4384,15739997,Capon,645,42,98298.18,676.06,,234
4385,15686242,Otutodilichukwu,728,37,0,72203.8,,851
4386,15759244,Boone,651,35,86911.8,174094.24,,849
4387,15672027,McIntyre,783,42,139707.28,2150.22,,501
4388,15594576,Zhdanov,732,67,0,177783.04,,407
4389,15707138,Nagy,553,39,142876.98,44363.42,,649
4390,15756954,Lombardo,660,30,146301.31,96847.91,,950
4391,15619130,Simpson,670,40,47364.45,148579.43,,578
4392,15639665,Herbert,718,38,0,38308.34,,680
4393,15571065,Lehr,787,51,58137.08,142538.31,,456
4394,15686060,Chou,775,38,179886.41,153122.58,,724
4395,15615753,Upchurch,479,24,107637.97,169505.83,,456
4396,15800961,Ugorji,660,20,167685.56,57929.9,,345
4397,15763065,Palerma,721,68,136525.99,175399.14,,439
4398,15672467,Coles,659,39,52106.33,107964.36,,595
4399,15752915,Hsueh,743,39,0,94263.44,,296
4400,15744695,Tu,670,45,104930.38,155921.81,,720
4401,15584897,Kuo,766,34,106434.94,137995.66,,384
4402,15601857,Woodhouse,845,38,112803.92,179631.85,,881
4403,15674156,Tretiakova,710,46,120530.34,166586.99,,977
4404,15695465,Gibson,602,43,113641.49,115116.35,,679
4405,15792232,Moss,604,43,145081.72,23881.62,,852
4406,15807900,Chineze,564,35,0,105837.38,,505
4407,15743760,Davidson,637,27,135842.89,101418.05,,483
4408,15652835,Liang,527,31,112203.25,182266.01,,903
4409,15767818,Graham,687,34,129895.19,28698.17,,478
4410,15591150,Nwebube,756,41,149049.92,50422.36,,783
4411,15734659,Sozonov,503,42,153279.39,151336.96,,307
4412,15796115,Forbes,657,42,41473.33,112979.6,,603
4413,15724648,Chikezie,666,40,0,36371.27,,879
4414,15737732,Onwuemelie,615,39,113193.51,52166.25,,624
4415,15632280,Toth,712,27,113174.21,147261.58,,622
4416,15750407,Hunt,764,24,0,88724.49,,470
4417,15795370,Mazure,471,42,164951.56,190531.77,,361
4418,15656829,Hughes,608,27,153325.1,199953.33,,778
4419,15643794,Bennett,682,47,134032.01,144290.97,,725
4420,15798605,Tien,587,32,125445.04,130514.78,,764
4421,15637324,Kay,714,35,126077.43,53954.24,,352
4422,15589589,Bryan,630,31,0,169802.73,,402
4423,15778936,Ingamells,648,28,90371.09,146851.73,,842
4424,15757385,Milne,785,40,0,96832.82,,222
4425,15666200,Lombardo,601,47,142802.02,57553.02,,712
4426,15683977,Owens,717,28,90537.16,74800.99,,448
4427,15675518,Charlton,707,44,0,192542.17,,463
4428,15584812,Overby,771,23,156123.73,72990.62,,769
4429,15752984,Chifley,602,35,0,31050.02,,414
4430,15577913,Oliver,626,38,141074.59,52795.56,,323
4431,15591980,Hill,588,59,0,27435.41,,330
4432,15598948,DeRose,616,42,117899.95,150266.81,,653
4433,15574142,Chuang,621,33,0,40299.23,,914
4434,15582903,Edwards,674,26,166257.96,149369.41,,870
4435,15733229,Rodriguez,633,46,0,120250.58,,477
4436,15635752,Lo,698,64,169362.43,84760.32,,841
4437,15771000,Powell,508,26,205962,156424.4,,954
4438,15804864,Chu,736,24,0,109355.73,,446
4439,15641175,Munro,672,68,126061.51,184936.77,,564
4440,15692226,Onwumelu,613,21,105627.95,36560.51,,495
4441,15584156,Siciliani,712,32,100606.02,165693.06,,542
4442,15702656,Yobachi,624,38,0,163666.85,,357
4443,15606552,Akabueze,676,38,0,35644.79,,498
4444,15687001,Chiemenam,683,32,138171.1,188203.58,,433
4445,15781903,Odinakachukwu,489,31,139395.08,6120.84,,348
4446,15731951,Reilly,739,29,0,164484.78,,852
4447,15580953,Forbes,701,37,0,164268.28,,647
4448,15810390,Amadi,666,50,109062.28,140136.1,,542
4449,15628274,Ferri,565,40,89994.71,121084.27,,576
4450,15615444,Y?an,666,36,0,35156.54,,995
4451,15784010,Williamson,633,59,103996.74,103159.11,,678
4452,15571586,Briggs,578,34,175111.11,74858.3,,311
4453,15748616,Napolitani,812,49,66079.45,91556.57,,632
4454,15769402,Carpenter,809,33,148055.74,199203.21,,981
4455,15739248,Lin,615,36,0,27011.8,,566
4456,15603481,Robinson,684,31,0,188637.05,,515
4457,15723604,Collins,544,40,0,61581.2,,408
4458,15797822,Kingsley,713,47,95994.98,197529.23,,757
4459,15665064,Harvey,633,37,0,182258.17,,918
4460,15640580,Obiora,672,23,110741.56,80778.5,,455
4461,15581089,Knight,661,35,0,155394.52,,698
4462,15728605,Hung,749,28,0,3408.7,,811
4463,15737385,Curtis,635,32,0,19367.98,,491
4464,15714789,Perez,850,70,96947.58,62282.99,,365
4465,15786035,Gosnell,641,41,0,65396.79,,226
4466,15815259,Fang,633,30,109786.82,139712.81,,778
4467,15592716,Clarke,413,35,0,60972.84,,541
4468,15734850,Milanesi,538,31,0,1375.46,,360
4469,15638047,Chia,437,39,102721.49,22191.82,,696
4470,15674573,Gearhart,612,33,69478.57,8973.67,,836
4471,15694859,McLean,516,53,156674.2,118502.34,,827
4472,15776404,Williamson,826,56,174506.1,161802.82,,808
4473,15579345,Murphy,660,23,166070.48,90494.72,,313
4474,15690733,Angelo,646,29,105957.44,15470.91,,345
4475,15631481,Thomson,767,36,0,65147.27,,470
4476,15620988,Murray,640,40,110340.68,157886.6,,778
4477,15571529,Kirby,778,33,0,85439.73,,624
4478,15592104,Lane,679,52,135870.01,54038.62,,510
4479,15651900,Bergamaschi,549,31,0,25684.85,,427
4480,15596212,Yang,598,47,0,186116.54,,316
4481,15710687,Mills,655,45,0,166830.71,,434
4482,15613787,Chidubem,494,30,85704.95,27886.06,,520
4483,15599211,Findlay,653,42,0,5768.32,,397
4484,15675983,Wood,539,38,105435.74,80575.44,,627
4485,15622370,Boyle,645,37,0,68987.55,,973
4486,15656319,Toscano,751,34,108513.25,27097.82,,264
4487,15605130,Seccombe,528,35,156687.1,199320.77,,982
4488,15672574,Uspenskaya,696,31,150604.52,5566.6,,326
4489,15659355,McKenzie,716,44,155114.9,133871.83,,682
4490,15777907,Liang,602,35,0,152843.53,,677
4491,15655171,Yermakova,647,64,91216,41800.18,,402
4492,15619674,White,850,61,141784.02,92053.75,,781
4493,15775192,Rounsevell,590,32,127763.24,100717.54,,417
4494,15617657,Ts'ai,825,32,0,42935.15,,359
4495,15688951,Stoneman,850,31,82613.56,149170.92,,791
4496,15763460,Yao,789,32,69423.52,107499.39,,666
4497,15756992,Chukwukere,701,42,86167.82,153342.38,,958
4498,15617454,Ifeatu,713,47,0,107825.08,,571
4499,15701932,Millar,570,30,131406.56,47952.45,,636
4500,15700813,Igwebuike,536,44,121898.82,131007.18,,763
4501,15645600,Obidimkpa,771,32,77487.2,33143.04,,918
4502,15634146,Hou,512,75,0,123304.62,,355
4503,15686743,Moody,698,45,164450.94,141970.02,,347
4504,15698792,Keldie,656,33,138705.02,37136.15,,396
4505,15591724,Liu,761,37,132730.17,199293.01,,649
4506,15571281,Ts'ao,709,30,0,161388.22,,418
4507,15661380,Walker,597,66,0,70532.53,,414
4508,15728885,Defalco,592,28,116498.22,144290.25,,238
4509,15618950,Lo Duca,599,41,0,96069.82,,458
4510,15609804,Hyde,572,35,139979.07,185662.84,,598
4511,15735849,Kanayochukwu,611,43,127216.31,17913.25,,564
4512,15652948,Yen,634,45,0,101039.53,,611
4513,15618155,Ts'ui,666,51,148222.65,156953.54,,595
4514,15566378,Tillman,696,41,0,28276.83,,628
4515,15565879,Riley,669,38,0,84049.16,,800
4516,15792922,Tu,726,30,134152.29,147822.44,,426
4517,15770567,Ruiz,497,32,111537.23,9497.99,,822
4518,15738042,Goliwe,750,39,119565.92,87067.73,,918
4519,15714920,Balashov,850,29,0,23237.25,,241
4520,15782121,Leonard,617,38,0,27239.28,,743
4521,15673180,Onyekaozulu,652,46,121063.8,151481.86,,683
4522,15660636,Carpenter,560,27,124995.98,114669.79,,457
4523,15664504,Beede,629,39,0,116748.14,,839
4524,15790322,Beneventi,660,52,86891.84,90877.76,,753
4525,15739847,Sadlier,676,38,0,133692.88,,864
4526,15699415,Lewis,581,43,78022.61,30662.91,,914
4527,15665521,Chiazagomekpele,798,34,154495.79,191395.88,,370
4528,15682868,Elliott,705,38,189443.72,106648.58,,648
4529,15584462,Liang,714,31,152926.6,50899.91,,983
4530,15661708,She,664,44,142989.69,115452.51,,750
4531,15584452,Bozeman,697,43,115371.94,64139.1,,538
4532,15717010,Yu,609,37,0,22030.72,,482
4533,15643828,Teng,548,38,178056.54,38434.73,,427
4534,15733361,Davide,850,39,206014.94,42774.84,,748
4535,15795488,Beneventi,656,41,0,158973.77,,902
4536,15581551,Yobachukwu,727,37,101191.83,34551.35,,613
4537,15632051,Douglas,642,55,0,101515.76,,918
4538,15780409,Egobudike,710,31,0,9561.73,,877
4539,15572767,Shelby,710,33,0,168313.17,,725
4540,15590337,Golubov,718,37,0,55100.09,,239
4541,15634551,Williamson,586,32,149814.54,31830.06,,507
4542,15669290,Fan,617,36,115617.24,71519.4,,801
4543,15621140,Nwebube,630,28,0,32599.35,,625
4544,15613518,Bellucci,791,42,113657.41,139946.68,,634
4545,15728043,Udinese,673,39,138160,110468.51,,778
4546,15570073,Marian,477,36,117700.86,74042,,775
4547,15777033,Chizoba,662,37,0,151871.84,,622
4548,15682454,McFarland,850,37,122506.38,199693.84,,229
4549,15758513,McDonald,635,58,0,58907.08,,318
4550,15772604,Chiemezie,537,59,0,103799.77,,948
4551,15721715,Fane,579,39,166501.17,93835.64,,340
4552,15688563,Marchesi,651,46,89743.05,156425.57,,860
4553,15772009,Scott,610,25,0,123723.83,,923
4554,15809585,H?,581,30,0,199464.08,,606
4555,15593778,Craig,592,39,0,83084.33,,563
4556,15655360,Chikelu,688,35,0,25488.43,,901
4557,15780909,Caffyn,681,18,98894.39,9596.4,,553
4558,15757310,Otitodilichukwu,658,37,168735.74,70370.24,,226
4559,15801411,Green,792,34,0,86330.32,,836
4560,15761706,Y?an,528,62,133201.17,168507.68,,866
4561,15658409,Mao,624,36,0,111605.9,,353
4562,15810010,Dahlenburg,562,31,127237.25,143317.42,,938
4563,15627027,Shih,678,36,117864.85,27619.06,,643
4564,15624374,Maclean,705,64,153469.26,146573.66,,875
4565,15720083,Fiorentino,650,23,93911.3,69055.45,,774
4566,15752294,Long,593,46,76597.79,54453.72,,520
4567,15743193,Olson,652,40,79927.36,33524.6,,640
4568,15696733,McKenzie,554,27,0,135083.73,,738
4569,15677522,Rossi,584,32,40172.91,137439.34,,995
4570,15643523,Power,516,33,115195.58,11205.5,,943
4571,15624936,Yen,789,43,116644.29,60176.1,,642
4572,15716085,Norris,598,20,180293.84,29552.7,,664
4573,15641688,Collier,669,30,139872.81,188795.85,,302
4574,15796834,Rivers,645,24,34547.82,11638.17,,581
4575,15720123,Hudson,659,32,0,93155.75,,428
4576,15604732,Milani,833,29,96462.25,48986.18,,298
4577,15723484,Hunt,697,40,130334.35,116951.1,,850
4578,15807120,Oluchukwu,580,39,119688.81,137041.26,,804
4579,15810891,Lorenzo,691,38,0,44653.5,,885
4580,15640407,Chidiegwu,534,52,0,104035.41,,278
4581,15778838,Warren,478,32,71187.24,110593.62,,248
4582,15709256,Glover,572,47,0,36099.7,,991
4583,15742285,Andersen,501,37,0,12470.3,,453
4584,15729019,Arcuri,624,38,0,95403.41,,735
4585,15608588,Mackinlay,595,39,136422.41,151757.81,,379
4586,15610557,McCarthy,603,30,0,47536.46,,320
4587,15786418,Chiu,602,25,0,101274.17,,502
4588,15653050,Norriss,500,34,0,140268.45,,523
4589,15744914,Moore,422,41,153238.88,11663.09,,741
4590,15669611,Mott,615,35,0,150784.29,,948
4591,15594786,Ts'ai,635,78,47536.4,119400.08,,896
4592,15649211,Fokina,711,32,0,126188.42,,296
4593,15766066,Nikitina,834,36,142882.49,89983.02,,328
4594,15772216,Henry,633,44,0,29761.29,,627
4595,15619898,Chiefo,650,31,160566.11,27073.81,,404
4596,15724543,Mao,743,65,131935.51,96399.67,,399
4597,15755084,Bezrukova,567,38,127678.8,45422.89,,871
4598,15730441,Dodd,706,46,105214.58,108699.59,,635
4599,15666767,Lori,638,46,139859.54,38967.29,,946
4600,15690456,Yudina,641,38,0,116466.19,,975
4601,15570533,Conti,574,34,112324.45,17993.43,,674
4602,15797692,Volkova,642,30,134497.27,43250.54,,999
4603,15603135,Boni,722,35,120171.58,125240.8,,324
4604,15698927,Ritchie,623,23,106012.2,191415.94,,919
4605,15687363,McMillan,681,25,0,90860.97,,875
4606,15733444,Phillips,530,34,0,141872.52,,781
4607,15678057,Lombardi,797,55,0,49418.87,,248
4608,15806918,Ireland,653,51,0,170426.65,,435
4609,15638247,Boan,850,42,119839.69,51016.02,,303
4610,15674833,Shao,581,34,0,81175.25,,602
4611,15812534,Chiemenam,589,38,92219.21,99106.97,,554
4612,15586522,Hunter,555,48,142055.41,79134.78,,263
4613,15794297,McKay,748,49,29602.08,163550.58,,699
4614,15737025,Roberts,745,46,0,67769.94,,483
4615,15615931,Aitken,730,34,0,126592.01,,865
4616,15664860,Chao,565,44,0,89602.81,,691
4617,15664539,Bruce,778,37,141803.77,179421.84,,397
4618,15583692,Chan,812,24,0,156906.15,,658
4619,15693131,Watts,526,42,0,168486.02,,593
4620,15779973,Gibbons,708,47,126589.12,132730.07,,856
4621,15620557,Ni,680,33,108393.35,39057.67,,425
4622,15639549,Jen,567,43,115643.58,174606.35,,754
4623,15618750,Phillips,564,48,132876.23,79259.77,,741
4624,15796790,Amaechi,709,24,110949.41,168515.61,,234
4625,15668309,Maslow,629,46,130666.2,161125.67,,586
4626,15732437,Rowley,510,45,103821.47,77878.62,,413
4627,15665158,Chukwuemeka,506,32,0,80823.02,,619
4628,15689322,Bevan,605,39,0,119348.28,,307
4629,15596624,Topp,650,32,132187.73,178331.36,,960
4630,15601977,Burgoyne,850,49,98649.55,119174.88,,568
4631,15801462,Yermakov,489,38,126444.08,82662.73,,526
4632,15566139,Ts'ui,659,30,154159.51,40441.1,,426
4633,15791006,Kodilinyechukwu,753,43,0,109881.71,,834
4634,15668057,K?,477,48,129250,157937.35,,885
4635,15580805,Marino,610,45,0,38276.84,,589
4636,15658768,Lucas,619,33,167733.51,65222.48,,319
4637,15613048,Anderson,619,31,56116.3,2181.94,,972
4638,15803654,Wei,758,30,141581.08,156249.06,,797
4639,15662337,Baldwin,516,50,139675.07,45591.23,,794
4640,15650924,Foster,789,27,66201.96,79458.12,,332
4641,15647203,Gebhart,687,44,0,103042.2,,309
4642,15682778,Fedorov,485,34,133658.24,70209.83,,456
4643,15579820,Robertson,446,25,136202.78,176743.51,,610
4644,15709354,Tudawali,597,60,131778.08,10703.53,,762
4645,15728480,Iloerika,712,74,0,151425.82,,942
4646,15641091,Onyemauchechukwu,522,34,0,3894.34,,732
4647,15603111,Muir,805,26,42712.87,28861.69,,796
4648,15679693,Walker,781,28,0,177703.15,,602
4649,15797190,Charlton,689,57,0,136649.8,,909
4650,15788025,Tseng,670,31,142631.54,175894.24,,804
4651,15646168,Ifeatu,670,33,141204.65,76257.46,,814
4652,15580493,Chin,524,25,131402.21,193668.49,,997
4653,15726720,Blinova,734,39,92636.96,125671.29,,659
4654,15735799,Maconochie,489,51,0,174098.28,,683
4655,15773098,Ch'in,578,31,102088.68,187866.21,,645
4656,15668971,Nicholson,622,39,0,100862.36,,814
4657,15603221,Burgess,843,38,134887.53,10804.04,,923
4658,15740043,Young,687,48,0,170893.85,,510
4659,15712264,Plumb,700,28,159900.38,22698.56,,227
4660,15751926,Trentino,410,50,102278.79,89822.48,,749
4661,15589401,Allen,537,41,0,175262.49,,866
4662,15742019,Benford,780,43,0,15705.27,,245
4663,15660611,Gallo,652,58,0,170025.43,,596
4664,15607634,Cobb,620,35,76989.97,17242.79,,739
4665,15595036,Doherty,697,23,0,79734.23,,968
4666,15745794,Cocci,786,35,0,92712.97,,529
4667,15781689,Macadam,850,39,114491.82,99689.48,,949
4668,15696054,Tychonoff,749,54,144768.94,93336.3,,378
4669,15752467,Johnson,445,31,145056.59,175893.53,,946
4670,15597739,Tu,443,50,117206.3,42840.18,,792
4671,15651336,Chidiebere,637,41,138014.4,140298.24,,823
4672,15636061,Pope,616,45,128352.59,144000.59,,584
4673,15723013,Sutherland,756,23,112568.31,113408.11,,965
4674,15784148,Beneventi,644,33,0,96420.58,,482
4675,15578098,Jamieson,850,41,176958.46,125806.3,,751
4676,15638621,Simmons,703,38,99167.54,65720.92,,786
4677,15720924,Chijioke,684,42,103210.27,31002.03,,521
4678,15566531,Iloerika,706,48,104478.12,158248.71,,574
4679,15718064,Chia,580,61,125921.37,94677.83,,700
4680,15605067,Nwachinemelu,777,35,0,17257.72,,616
4681,15655335,Becher,676,48,80697.44,101397.86,,856
4682,15607301,Romano,708,44,161887.81,84870.23,,602
4683,15694628,Walker,809,24,109558.36,183515.13,,483
4684,15607112,Chiawuotu,588,38,124271.26,75969.19,,922
4685,15635775,Watt,623,43,0,146379.3,,508
4686,15644280,Udegbunam,537,42,190569.23,127154.8,,341
4687,15708362,Watson,536,53,143923.96,2019.78,,572
4688,15771997,Bryant,769,48,96542.16,197885.72,,827
4689,15730579,Ward,690,33,0,138017.68,,787
4690,15728005,Urban,771,45,139825.56,170984.97,,727
4691,15791674,Sutherland,497,24,111769.14,55859.27,,711
4692,15754599,K'ung,622,37,0,4459.5,,882
4693,15693690,Iweobiegbunam,602,30,113672.18,102135.92,,653
4694,15728963,Wei,543,32,147256.86,112771.95,,932
4695,15659710,Lascelles,520,45,107023.03,32903.93,,469
4696,15658675,Ts'ao,669,37,125529.55,162260.93,,720
4697,15638788,Mack,631,41,0,87959.83,,557
4698,15609735,Campbell,537,48,131834.8,166476.95,,925
4699,15771477,Fiorentini,732,62,0,25438.87,,780
4700,15570145,Long,844,56,99529.7,157230.06,,293
4701,15797149,Lloyd,838,35,0,197305.91,,502
4702,15636912,Sneddon,652,27,107303.72,44435.76,,986
4703,15687828,Gorshkov,660,33,72783.42,181051.99,,553
4704,15667424,Forbes,692,44,0,159069.37,,706
4705,15759872,L?,588,35,0,155485.24,,496
4706,15572374,Hopetoun,533,22,115743.6,43852.05,,706
4707,15754926,Lucchesi,850,43,161256.53,140071.57,,791
4708,15687431,Faria,511,27,0,49089.36,,865
4709,15604515,Yefremov,530,44,0,55893.37,,333
4710,15682839,Genovesi,554,31,0,192660.55,,759
4711,15624677,Marquez,585,40,162261.01,137028.51,,846
4712,15646366,Trevisani,754,39,74896.33,34430.16,,787
4713,15701768,Tung,474,54,0,108409.17,,427
4714,15623566,Barnhill,837,35,144037.6,145325.32,,860
4715,15681274,Marshall,567,23,93522.2,81425.61,,327
4716,15762573,Bednall,800,38,0,51553.43,,959
4717,15706458,Pan,646,18,0,52795.15,,938
4718,15654222,Ogg,627,38,106922.92,84270.09,,305
4719,15704053,T'ang,505,26,112972.57,145011.62,,591
4720,15724321,Baresi,566,35,123042,66245.44,,704
4721,15621815,Obiajulu,619,33,100488.92,36446.74,,522
4722,15724876,McGregor,757,44,123322.15,137136.29,,521
4723,15696588,Lung,648,32,0,117323.31,,674
4724,15612832,Jamieson,621,42,68683.68,74157.71,,642
4725,15804295,Pinto,543,49,59532.18,104253.56,,301
4726,15712536,Fallaci,658,43,140260.36,2748.72,,643
4727,15662494,Goliwe,633,50,88302.65,195937.16,,382
4728,15807728,Ferri,648,19,0,22101.86,,303
4729,15764916,Rowley,501,40,114655.58,126535.92,,844
4730,15615330,Tretiakova,683,42,148283.94,44692.63,,268
4731,15638487,She,619,38,0,112442.63,,989
4732,15627859,Nebeolisa,705,35,0,66331.01,,547
4733,15622192,Young,638,53,123916.67,16657.68,,639
4734,15789413,Fitzgerald,710,31,0,20081.3,,572
4735,15583221,Arnold,590,54,0,93820.49,,723
4736,15768495,Chidimma,725,43,165896,130795.52,,527
4737,15644103,Wells,638,32,0,160129.99,,530
4738,15741197,Calzada,791,36,111168.97,189969.91,,741
4739,15664547,Black,702,40,103549.24,9712.52,,804
4740,15797293,Sopuluchukwu,607,32,0,196062.01,,952
4741,15572021,Ts'ao,535,30,103804.97,125710.53,,553
4742,15637461,Ukaegbunam,651,45,165901.59,23054.51,,834
4743,15620577,Wood,506,59,119152.1,170679.74,,979
4744,15609643,Furneaux,511,57,122950.31,181258.76,,757
4745,15785358,Gresswell,757,51,0,22835.13,,740
4746,15603883,Ch'in,768,49,133384.66,102397.22,,684
4747,15782550,Ma,757,32,0,115950.96,,335
4748,15775761,Iweobiegbunam,663,64,0,15876.52,,653
4749,15680201,Marcelo,537,37,158411.95,117690.58,,888
4750,15767594,Azubuike,570,29,122028.65,173792.77,,456
4751,15591985,Stewart,850,35,0,80992.8,,838
4752,15789339,Yen,661,64,128751.65,189398.18,,254
4753,15781530,Hsieh,659,54,133436.52,56787.8,,344
4754,15705174,Chiedozie,454,40,123177.01,148309.98,,247
4755,15572114,Shih,708,59,0,179673.11,,421
4756,15804009,Amechi,720,37,120328.88,138470.21,,302
4757,15662698,Ko,785,39,130147.98,163798.41,,526
4758,15696047,Chimezie,743,36,92716.96,33693.78,,338
4759,15701160,Azubuike,493,48,0,48545.1,,592
4760,15790093,Aguirre,557,34,0,123427.98,,489
4761,15632143,Lung,850,40,76914.21,174183.44,,810
4762,15736778,Adams,799,32,106045.92,17938,,535
4763,15734917,Castiglione,756,34,103133.26,90059.04,,527
4764,15643903,Yao,752,38,145974.79,137694.23,,884
4765,15569526,Morales,696,36,0,65039.9,,349
4766,15777067,Thomas,630,49,0,162858.29,,998
4767,15795511,Vasiliev,659,38,0,35701.06,,609
4768,15610419,Chukwueloka,685,39,0,18826.06,,632
4769,15644994,Ko,599,31,0,130086.47,,936
4770,15703707,Atkins,559,31,139183.06,143360.56,,529
4771,15659327,Moffitt,615,19,0,159920.92,,594
4772,15771323,Panicucci,580,36,74974.89,12099.67,,649
4773,15750549,Akobundu,487,44,61691.45,53087.98,,936
4774,15698462,Chiu,646,35,121952.75,142839.82,,316
4775,15739692,Tsui,811,35,0,178.19,,997
4776,15744041,Yobanna,526,35,0,105618.14,,557
4777,15700714,Hollis,767,37,0,24734.25,,234
4778,15777743,Cattaneo,548,33,80107.83,82245.67,,524
4779,15623143,Lung,737,45,0,177695.67,,614
4780,15712568,Angelo,613,40,147856.82,107961.11,,249
4781,15617432,Folliero,711,36,0,55207.41,,410
4782,15650424,Bryant,850,53,65407.16,182633.63,,480
4783,15728829,Weigel,752,53,114233.18,51587.04,,347
4784,15680430,Ajuluchukwu,710,37,0,115403.31,,875
4785,15687626,Zhirov,664,53,187602.18,186392.99,,712
4786,15609187,Cox,510,22,156834.34,44374.44,,821
4787,15609521,Chimaraoke,577,34,0,84033.35,,309
4788,15752626,Genovese,529,42,157498.9,82276.62,,639
4789,15571756,Ohearn,757,44,0,177528.92,,579
4790,15814040,Munroe,691,41,0,56850.92,,896
4791,15658211,Morrison,621,34,0,47972.65,,309
4792,15742091,Parkhill,709,35,0,104982.39,,422
4793,15787168,Y?,756,19,130274.22,133535.29,,546
4794,15772363,Hilton,788,41,0,25571.37,,718
4795,15659364,Thompson,705,39,149379.66,96075.55,,444
4796,15738980,Yobanna,483,29,0,81634.45,,239
4797,15794236,Thorpe,719,35,100829.94,165008.97,,657
4798,15721383,Harvey,793,32,96408.98,138191.81,,338
4799,15652981,Robinson,593,41,0,99136.49,,313
4800,15722731,Manna,551,52,0,63584.55,,605
4801,15640507,Li,690,39,0,160532.88,,517
4802,15578878,Hancock,823,71,149105.08,162683.06,,915
4803,15744295,Hao,512,39,0,134878.19,,397
4804,15776558,Nicholls,802,41,0,134626.3,,349
4805,15596136,Folliero,450,34,0,175480.93,,920
4806,15704597,Trumbull,651,41,90218.11,174337.68,,343
4807,15648272,Medvedeva,697,33,87347.7,172524.51,,942
4808,15594915,Crist,611,28,0,25395.83,,300
4809,15581115,Middleton,643,33,137811.75,184856.89,,262
4810,15763907,Watts,822,37,105563,182624.93,,463
4811,15705994,Udinese,632,38,0,192505.62,,694
4812,15772421,Tretiakov,575,26,0,112507.63,,346
4813,15711572,O'Kane,672,31,91125.75,177295.92,,597
4814,15691170,Vasilyeva,517,39,0,12465.51,,805
4815,15600106,Wei,621,39,0,36122.96,,399
4816,15745431,Chinonyelum,775,77,135120.56,37836.64,,538
4817,15649508,Chin,600,29,0,34747.43,,738
4818,15812611,Lorimer,640,28,0,131097.9,,611
4819,15619699,Yeh,752,36,86837.95,105280.55,,615
4820,15813946,Duffy,613,26,100446.57,149653.81,,292
4821,15762762,Onyekachukwu,484,32,0,139390.99,,644
4822,15629793,Banks,511,33,0,132436.71,,982
4823,15781298,Hughes,745,32,0,179705.13,,467
4824,15622658,Lai,786,32,114512.59,15796.66,,229
4825,15658980,Matthews,727,35,136364.46,142754.71,,549
4826,15701936,Bell,622,31,106260.67,2578.43,,660
4827,15686917,Tu,794,24,146126.75,88992.05,,431
4828,15807312,Hsia,636,52,111284.53,32936.44,,858
4829,15574523,Cheng,741,42,121056.63,39122.58,,872
4830,15724200,Cheng,687,34,128270.56,191092.62,,908
4831,15738224,Lin,660,30,0,129149.06,,309
4832,15593283,Higgins,660,35,0,13218.6,,759
4833,15814690,Chukwujekwu,617,79,0,160589.18,,424
4834,15807245,McKay,762,32,191775.65,179657.83,,914
4835,15799358,Vincent,752,35,0,44335.54,,309
4836,15616172,Ubanwa,561,34,85141.79,29217.37,,866
4837,15777958,Ch'ien,609,26,126392.18,43651.49,,494
4838,15809124,T'ien,803,28,0,159654,,570
4839,15616367,Ricci,556,40,129860.37,17992.94,,332
4840,15687385,McDowell,531,53,127642.44,141501.45,,341
4841,15607877,Maclean,411,35,0,93825.78,,639
4842,15736327,Manna,587,44,125584.17,41852.24,,228
4843,15746704,Jibunoh,683,56,50911.21,97629.31,,655
4844,15778304,Fan,654,29,91955.61,37065.66,,375
4845,15588456,Hsieh,670,36,84266.44,38614.69,,508
4846,15664035,Parsons,655,36,147149.59,87816.86,,680
